"Treatment","Sex","BrainRegion","MouseID","SlideNumber","Cluster","n","percentage"
"CON","M","HYPO","MR172","s05","Ameboid",30,0.230769230769231
"CON","M","HYPO","MR172","s05","Rod-Like",32,0.246153846153846
"CON","M","HYPO","MR172","s05","Ramified",68,0.523076923076923
"CON","M","HYPO","MR172","s06","Ameboid",47,0.284848484848485
"CON","M","HYPO","MR172","s06","Rod-Like",41,0.248484848484848
"CON","M","HYPO","MR172","s06","Ramified",77,0.466666666666667
"CON","M","HYPO","MR172","s07","Ameboid",47,0.274853801169591
"CON","M","HYPO","MR172","s07","Rod-Like",50,0.292397660818713
"CON","M","HYPO","MR172","s07","Ramified",74,0.432748538011696
"CON","M","HYPO","MR172","s08","Ameboid",54,0.26865671641791
"CON","M","HYPO","MR172","s08","Rod-Like",53,0.263681592039801
"CON","M","HYPO","MR172","s08","Ramified",94,0.467661691542289
"CON","M","HYPO","MR172","s09","Ameboid",24,0.242424242424242
"CON","M","HYPO","MR172","s09","Rod-Like",28,0.282828282828283
"CON","M","HYPO","MR172","s09","Ramified",47,0.474747474747475
"CON","M","HYPO","MR172","s10","Ameboid",18,0.193548387096774
"CON","M","HYPO","MR172","s10","Rod-Like",29,0.311827956989247
"CON","M","HYPO","MR172","s10","Ramified",46,0.494623655913978
"CON","M","HYPO","MR172","s11","Ameboid",23,0.283950617283951
"CON","M","HYPO","MR172","s11","Rod-Like",23,0.283950617283951
"CON","M","HYPO","MR172","s11","Ramified",35,0.432098765432099
"CON","M","HYPO","MR172","s12","Ameboid",28,0.307692307692308
"CON","M","HYPO","MR172","s12","Rod-Like",32,0.351648351648352
"CON","M","HYPO","MR172","s12","Ramified",31,0.340659340659341
"CON","M","HYPO","MR273","s01","Ameboid",54,0.461538461538462
"CON","M","HYPO","MR273","s01","Rod-Like",24,0.205128205128205
"CON","M","HYPO","MR273","s01","Ramified",39,0.333333333333333
"CON","M","HYPO","MR273","s02","Ameboid",60,0.425531914893617
"CON","M","HYPO","MR273","s02","Rod-Like",28,0.198581560283688
"CON","M","HYPO","MR273","s02","Ramified",53,0.375886524822695
"CON","M","HYPO","MR273","s03","Ameboid",41,0.436170212765957
"CON","M","HYPO","MR273","s03","Rod-Like",26,0.276595744680851
"CON","M","HYPO","MR273","s03","Ramified",27,0.287234042553192
"CON","M","HYPO","MR273","s04","Ameboid",56,0.424242424242424
"CON","M","HYPO","MR273","s04","Rod-Like",33,0.25
"CON","M","HYPO","MR273","s04","Ramified",43,0.325757575757576
"CON","M","HYPO","MR273","s05","Ameboid",51,0.380597014925373
"CON","M","HYPO","MR273","s05","Rod-Like",34,0.253731343283582
"CON","M","HYPO","MR273","s05","Ramified",49,0.365671641791045
"CON","M","HYPO","MR273","s06","Ameboid",67,0.336683417085427
"CON","M","HYPO","MR273","s06","Rod-Like",67,0.336683417085427
"CON","M","HYPO","MR273","s06","Ramified",65,0.326633165829146
"CON","M","HYPO","MR273","s07","Ameboid",75,0.520833333333333
"CON","M","HYPO","MR273","s07","Rod-Like",30,0.208333333333333
"CON","M","HYPO","MR273","s07","Ramified",39,0.270833333333333
"CON","M","HYPO","MR273","s08","Ameboid",67,0.507575757575758
"CON","M","HYPO","MR273","s08","Rod-Like",30,0.227272727272727
"CON","M","HYPO","MR273","s08","Ramified",35,0.265151515151515
"CON","M","HYPO","MR273","s09","Ameboid",58,0.408450704225352
"CON","M","HYPO","MR273","s09","Rod-Like",51,0.359154929577465
"CON","M","HYPO","MR273","s09","Ramified",33,0.232394366197183
"CON","M","HYPO","MR273","s10","Ameboid",39,0.312
"CON","M","HYPO","MR273","s10","Rod-Like",46,0.368
"CON","M","HYPO","MR273","s10","Ramified",40,0.32
"CON","M","HYPO","MR273","s11","Ameboid",40,0.396039603960396
"CON","M","HYPO","MR273","s11","Rod-Like",37,0.366336633663366
"CON","M","HYPO","MR273","s11","Ramified",24,0.237623762376238
"CON","M","HYPO","MR273","s12","Ameboid",21,0.287671232876712
"CON","M","HYPO","MR273","s12","Rod-Like",26,0.356164383561644
"CON","M","HYPO","MR273","s12","Ramified",26,0.356164383561644
"CON","M","HYPO","MR274","s01","Ameboid",24,0.51063829787234
"CON","M","HYPO","MR274","s01","Rod-Like",9,0.191489361702128
"CON","M","HYPO","MR274","s01","Ramified",14,0.297872340425532
"CON","M","HYPO","MR274","s02","Ameboid",52,0.37410071942446
"CON","M","HYPO","MR274","s02","Rod-Like",42,0.302158273381295
"CON","M","HYPO","MR274","s02","Ramified",45,0.323741007194245
"CON","M","HYPO","MR274","s03","Ameboid",71,0.482993197278912
"CON","M","HYPO","MR274","s03","Rod-Like",40,0.272108843537415
"CON","M","HYPO","MR274","s03","Ramified",36,0.244897959183673
"CON","M","HYPO","MR274","s04","Ameboid",46,0.418181818181818
"CON","M","HYPO","MR274","s04","Rod-Like",32,0.290909090909091
"CON","M","HYPO","MR274","s04","Ramified",32,0.290909090909091
"CON","M","HYPO","MR274","s05","Ameboid",56,0.448
"CON","M","HYPO","MR274","s05","Rod-Like",31,0.248
"CON","M","HYPO","MR274","s05","Ramified",38,0.304
"CON","M","HYPO","MR274","s06","Ameboid",50,0.359712230215827
"CON","M","HYPO","MR274","s06","Rod-Like",40,0.287769784172662
"CON","M","HYPO","MR274","s06","Ramified",49,0.352517985611511
"CON","M","HYPO","MR274","s07","Ameboid",84,0.424242424242424
"CON","M","HYPO","MR274","s07","Rod-Like",55,0.277777777777778
"CON","M","HYPO","MR274","s07","Ramified",59,0.297979797979798
"CON","M","HYPO","MR274","s08","Ameboid",74,0.415730337078652
"CON","M","HYPO","MR274","s08","Rod-Like",50,0.280898876404494
"CON","M","HYPO","MR274","s08","Ramified",54,0.303370786516854
"CON","M","HYPO","MR274","s09","Ameboid",52,0.412698412698413
"CON","M","HYPO","MR274","s09","Rod-Like",37,0.293650793650794
"CON","M","HYPO","MR274","s09","Ramified",37,0.293650793650794
"CON","M","HYPO","MR274","s10","Ameboid",57,0.475
"CON","M","HYPO","MR274","s10","Rod-Like",25,0.208333333333333
"CON","M","HYPO","MR274","s10","Ramified",38,0.316666666666667
"CON","M","HYPO","MR274","s11","Ameboid",39,0.453488372093023
"CON","M","HYPO","MR274","s11","Rod-Like",21,0.244186046511628
"CON","M","HYPO","MR274","s11","Ramified",26,0.302325581395349
"CON","M","HYPO","MR274","s12","Ameboid",24,0.282352941176471
"CON","M","HYPO","MR274","s12","Rod-Like",21,0.247058823529412
"CON","M","HYPO","MR274","s12","Ramified",40,0.470588235294118
"CON","M","PVN","MR157","s04","Ameboid",17,0.515151515151515
"CON","M","PVN","MR157","s04","Rod-Like",8,0.242424242424242
"CON","M","PVN","MR157","s04","Ramified",8,0.242424242424242
"CON","M","PVN","MR157","s05","Ameboid",26,0.426229508196721
"CON","M","PVN","MR157","s05","Rod-Like",16,0.262295081967213
"CON","M","PVN","MR157","s05","Ramified",19,0.311475409836066
"CON","M","PVN","MR158","s04","Ramified",10,1
"CON","M","PVN","MR158","s05","Ameboid",15,0.454545454545455
"CON","M","PVN","MR158","s05","Rod-Like",4,0.121212121212121
"CON","M","PVN","MR158","s05","Ramified",14,0.424242424242424
"CON","M","PVN","MR158","s06","Ameboid",6,0.272727272727273
"CON","M","PVN","MR158","s06","Rod-Like",3,0.136363636363636
"CON","M","PVN","MR158","s06","Ramified",13,0.590909090909091
"CON","M","PVN","MR169","s04","Ameboid",7,0.368421052631579
"CON","M","PVN","MR169","s04","Rod-Like",3,0.157894736842105
"CON","M","PVN","MR169","s04","Ramified",9,0.473684210526316
"CON","M","PVN","MR169","s05","Ameboid",15,0.405405405405405
"CON","M","PVN","MR169","s05","Rod-Like",5,0.135135135135135
"CON","M","PVN","MR169","s05","Ramified",17,0.45945945945946
"CON","M","PVN","MR169","s06","Ameboid",10,0.4
"CON","M","PVN","MR169","s06","Rod-Like",4,0.16
"CON","M","PVN","MR169","s06","Ramified",11,0.44
"CON","M","PVN","MR172","s04","Ameboid",2,0.1
"CON","M","PVN","MR172","s04","Rod-Like",6,0.3
"CON","M","PVN","MR172","s04","Ramified",12,0.6
"CON","M","PVN","MR172","s05","Ameboid",16,0.372093023255814
"CON","M","PVN","MR172","s05","Rod-Like",11,0.255813953488372
"CON","M","PVN","MR172","s05","Ramified",16,0.372093023255814
"CON","M","PVN","MR273","s04","Ameboid",6,0.5
"CON","M","PVN","MR273","s04","Rod-Like",2,0.166666666666667
"CON","M","PVN","MR273","s04","Ramified",4,0.333333333333333
"CON","M","PVN","MR273","s05","Ameboid",5,0.3125
"CON","M","PVN","MR273","s05","Rod-Like",2,0.125
"CON","M","PVN","MR273","s05","Ramified",9,0.5625
"CON","M","PVN","MR273","s06","Ameboid",19,0.513513513513513
"CON","M","PVN","MR273","s06","Rod-Like",6,0.162162162162162
"CON","M","PVN","MR273","s06","Ramified",12,0.324324324324324
"CON","M","PVN","MR274","s04","Ameboid",7,0.368421052631579
"CON","M","PVN","MR274","s04","Rod-Like",5,0.263157894736842
"CON","M","PVN","MR274","s04","Ramified",7,0.368421052631579
"CON","M","PVN","MR274","s05","Ameboid",21,0.525
"CON","M","PVN","MR274","s05","Rod-Like",6,0.15
"CON","M","PVN","MR274","s05","Ramified",13,0.325
"CON","M","PVN","MR274","s06","Ameboid",15,0.5
"CON","M","PVN","MR274","s06","Rod-Like",10,0.333333333333333
"CON","M","PVN","MR274","s06","Ramified",5,0.166666666666667
